smiles,MUV-859
Cn1ccnc1SCC(=O)Nc1ccc(Oc2ccccc2)cc1,0.0
COc1cc2c(cc1NC(=O)CN1C(=O)NC3(CCc4ccccc43)C1=O)oc1ccccc12,0.0
Cc1cccc(NC(=O)N2CCC(c3nc4ccccc4o3)CC2)c1,0.0
O=C(NCc1ccco1)c1csc(Nc2ccccc2Cl)n1,0.0
O=C(CN1CCCC1)Nc1ccc(Oc2ccc(NC(=O)CN3CCCC3)cc2)cc1,0.0
Cc1nn(-c2ccccc2)c(Cl)c1C1C(C#N)=C(N)OC2=C1C(=O)CCC2,0.0
O=C(NCCNC(=O)C(c1ccccc1)c1ccccc1)c1ccco1,0.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N(C)C)cc1,0.0
COc1cc(C)nc(NS(=O)(=O)c2ccc(C)cc2)n1,0.0
Nc1ccc(C(=O)O)c(O)c1,0.0
Cc1ccc(S(=O)(=O)NC(=O)Nn2c(C)nnc2C)cc1,0.0
CCOC(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCC(=O)N3)CC1,0.0
Cn1cnnc1SCC(=O)OCN1C(=O)c2ccccc2C1=O,0.0
Cc1ccc2c(c1)nnn2C1CCN(S(=O)(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1,0.0
Clc1ccc2oc(-c3ccccn3)nc2c1,0.0
CN1CCN(CCCNC(=O)c2cn(C)c3ccc(S(=O)(=O)N(C)C)cc3c2=O)CC1,0.0
O=C(NCCc1ccccc1F)C1CSC2c3ccccc3C(=O)N12,0.0
O=C1c2oc3ccc(Cl)cc3c(=O)c2C(c2cccc(Br)c2)N1CCO,0.0
CC1CC(=O)c2cnc(NCc3ccco3)nc2C1,0.0
COC(=O)C(F)(Sc1c(C)n(C)n(-c2ccccc2)c1=O)C(F)(F)F,0.0
Cc1cccc2cc(COC(=O)c3ccco3)c(=O)[nH]c12,0.0
O=C(Nc1cccc2ccccc12)c1ccc(Br)o1,0.0
Cc1cc(NC(=O)CSc2nc(-c3ccco3)cc(C(F)(F)F)n2)n(-c2ccccc2)n1,0.0
Cn1c(C(=O)O)c(CC(=O)Nc2ccccc2F)c2ccccc21,0.0
CCOc1ccc(NC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1,0.0
CCOC(=O)c1cnc(SCc2ccccc2)nc1N,0.0
O=C(NCCN1CCOCC1)C1CCC(=O)N1Cc1ccccc1Cl,0.0
N#CC1=C2SCN(Cc3ccco3)CN2C(=O)CC1c1cccc2ccccc12,0.0
COc1ccccc1-c1nn2c(C(F)(F)F)nnc2s1,0.0
CCCc1nc2oc3c(NCCN4CCOCC4)ncnc3c2c2c1CCCC2,0.0
CCOC(=O)Cc1csc(NC(=O)CCN2C(=O)c3ccccc3C2=O)n1,0.0
CCn1c(COc2ccc3c(c2)CCCC3)nnc1SCC(=O)Nc1nccs1,0.0
Cn1c(=O)oc2cc(S(=O)(=O)NCCC(=O)N3CCc4ccccc43)ccc21,0.0
CCC1(c2cccc(Cl)c2)NC(=O)N(Cc2cc(C(=O)OC)c(C)o2)C1=O,0.0
CCC1CCc2c(sc3ncnc(N4CCOCC4)c23)C1,0.0
N#Cc1nc(COc2ccc(Cl)cc2)oc1N1CCCCCC1,0.0
Cc1ccc(NC(=O)c2ccco2)cc1C,0.0
Cc1ccc(C)n1CCN1CCN(C(=O)c2ccco2)CC1,0.0
CC(=O)NCC12CC3CC(C1)CC(C(=O)O)(C3)C2,0.0
Cc1sc2ncn(CC(=O)NCc3ccccn3)c(=O)c2c1S(=O)(=O)N1CCOCC1,0.0
O=C(COc1ccc2ccccc2c1Br)N1CCN(c2ccccn2)CC1,0.0
