smiles,MUV-846
CCOC(=O)C1(Cc2ccc(O)cc2)NC(c2ccco2)C2C(=O)N(c3ccccc3F)C(=O)C21,0.0
S=C(c1ccccc1)N1CCCc2ccccc21,0.0
O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)N/N=C/c1ccc2c(c1)OCO2,0.0
Cc1cc(OC(=O)c2ccco2)c2c(C)cc(=O)oc2c1,0.0
O=C(CSc1cccc[n+]1[O-])Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-],0.0
CC1(C)NC(=O)N(CCOCCOc2ccccc2-c2ccccc2)C1=O,0.0
CCc1ccc(/C=N/NC(=O)c2ccc(Br)o2)s1,0.0
O=C1CC(N2CCC(Cc3ccccc3)CC2)C(=O)N1CCc1ccccc1,0.0
COC(=O)c1ccccc1NC(=O)CN1CCC(n2nnc3cc(F)ccc32)CC1,0.0
CCCc1nn(-c2cc(Cl)ccc2OC)c2c1C(=O)CCC2,0.0
C=CCNC(=S)Nc1ccc(Br)cc1F,0.0
Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1,0.0
O=C(O)c1cccc(CSc2nnc(-c3ccco3)o2)c1,0.0
O=c1c2ccccc2ncn1CCCOc1ccccc1[N+](=O)[O-],0.0
OCc1ccccc1OCCOc1ccc(Cl)c2cccnc12,0.0
CCCOc1ccc(N2CC(C(=O)Nc3ccccc3F)CC2=O)cc1,0.0
O=C(NCCCO)c1ccc(CSc2nc3ccccc3[nH]2)cc1,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1)C1C(c2ccccc2)=C1c1ccccc1,0.0
Cc1ccc(C)c(SCC(=O)Nc2cccnc2Cl)c1,0.0
CNc1nc(-c2ccccc2)nc(-c2ccccc2)c1C#N,0.0
O=C(O)c1ccc(Br)c(S(=O)(=O)N2CCCC2)c1,0.0
O=C(Nc1nonc1NC(=O)c1cccs1)c1cccs1,0.0
O=C1CCCc2ccccc2N1Cc1cccc(Cl)c1,0.0
CN1CCN(c2cn[nH]c(=O)c2Cl)CC1,0.0
Cc1ccc(S(=O)(=O)c2nc(NC3CCS(=O)(=O)C3)sc2Cl)cc1,0.0
CCOC(=O)c1cnc(SCc2ccccc2)nc1N,0.0
CCc1ccc(NC(=O)Cn2cccc2)cc1,0.0
